action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,71,40300313,33.9963,-174,48,-118.4438,2,1,1,2003-04,4,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27580
Jump Shot,Jump Shot,183,40300313,33.8143,84,230,-118.1858,0,2,1,2003-04,38,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27581
Jump Shot,Jump Shot,205,40300313,33.9633,-59,81,-118.3288,10,3,1,2003-04,58,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27582
Jump Shot,Jump Shot,242,40300313,34.0533,169,-9,-118.1008,7,3,1,2003-04,3,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27583
Jump Shot,Jump Shot,286,40300313,33.8883,-66,156,-118.3358,2,3,1,2003-04,59,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27584
Fadeaway Jump Shot,Jump Shot,288,40300313,33.9403,133,104,-118.1368,2,3,1,2003-04,22,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27585
Running Jump Shot,Jump Shot,318,40300313,33.9753,-39,69,-118.3088,0,3,1,2003-04,32,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27586
Jump Shot,Jump Shot,410,40300313,33.8113,82,233,-118.1878,5,4,1,2003-04,11,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27587
Jump Shot,Jump Shot,413,40300313,33.8373,-146,207,-118.4158,4,4,1,2003-04,46,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27588
Jump Shot,Jump Shot,426,40300313,33.7963,0,248,-118.2698,3,4,1,2003-04,5,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27589
Jump Shot,Jump Shot,444,40300313,33.8503,-164,194,-118.4338,1,4,1,2003-04,55,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27590
Jump Shot,Jump Shot,450,40300313,33.8063,-52,238,-118.3218,0,4,1,2003-04,56,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-25,LAL vs. MIN,MIN,27591
Jump Shot,Jump Shot,11,40300314,34.0043,23,40,-118.2468,11,1,1,2003-04,4,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27592
Jump Shot,Jump Shot,23,40300314,33.9423,-66,102,-118.3358,9,1,1,2003-04,7,12,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27593
Reverse Layup Shot,Layup,71,40300314,34.0443,0,0,-118.2698,3,1,1,2003-04,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27594
Jump Shot,Jump Shot,104,40300314,33.9013,112,143,-118.1578,0,1,1,2003-04,16,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27595
Driving Layup Shot,Layup,123,40300314,34.0443,0,0,-118.2698,10,2,1,2003-04,43,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27596
Jump Shot,Jump Shot,130,40300314,34.0363,123,8,-118.1468,9,2,1,2003-04,6,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27597
Jump Shot,Jump Shot,191,40300314,33.8703,-186,174,-118.4558,3,2,1,2003-04,3,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27598
Jump Shot,Jump Shot,214,40300314,33.8373,143,207,-118.1268,0,2,1,2003-04,34,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27599
Jump Shot,Jump Shot,219,40300314,33.8253,113,219,-118.1568,0,2,1,2003-04,3,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27600
Tip Shot,Tip Shot,241,40300314,34.0443,0,0,-118.2698,10,3,1,2003-04,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27601
Layup Shot,Layup,262,40300314,34.0443,0,0,-118.2698,9,3,1,2003-04,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27602
Layup Shot,Layup,274,40300314,34.0443,0,0,-118.2698,7,3,1,2003-04,45,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27603
Jump Shot,Jump Shot,287,40300314,33.8223,-161,222,-118.4308,6,3,1,2003-04,32,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27604
Jump Shot,Jump Shot,303,40300314,33.8323,141,212,-118.1288,5,3,1,2003-04,46,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27605
Reverse Layup Shot,Layup,306,40300314,34.0443,0,0,-118.2698,5,3,1,2003-04,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27606
Jump Shot,Jump Shot,325,40300314,33.9833,-146,61,-118.4158,4,3,1,2003-04,9,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27607
Driving Layup Shot,Layup,352,40300314,34.0443,0,0,-118.2698,2,3,1,2003-04,24,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27608
Jump Shot,Jump Shot,367,40300314,33.8303,-145,214,-118.4148,1,3,1,2003-04,26,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27609
Jump Shot,Jump Shot,384,40300314,33.9553,10,89,-118.2598,0,3,1,2003-04,2,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27610
Jump Shot,Jump Shot,391,40300314,33.9953,-143,49,-118.4128,11,4,1,2003-04,19,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27611
Jump Shot,Jump Shot,408,40300314,34.0293,164,15,-118.1058,8,4,1,2003-04,55,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27612
Jump Shot,Jump Shot,464,40300314,33.8093,-126,235,-118.3958,3,4,1,2003-04,55,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27613
Layup Shot,Layup,468,40300314,34.0443,0,0,-118.2698,3,4,1,2003-04,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27614
Jump Shot,Jump Shot,487,40300314,33.8573,-168,187,-118.4378,2,4,1,2003-04,14,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-27,LAL vs. MIN,MIN,27615
Turnaround Jump Shot,Jump Shot,27,40300315,34.0313,-172,13,-118.4418,8,1,1,2003-04,55,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27616
Jump Shot,Jump Shot,40,40300315,34.0223,-33,22,-118.3028,7,1,1,2003-04,36,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27617
Jump Shot,Jump Shot,50,40300315,34.0473,228,-3,-118.0418,7,1,1,2003-04,8,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27618
Jump Shot,Jump Shot,69,40300315,33.9803,-186,64,-118.4558,4,1,1,2003-04,28,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27619
Jump Shot,Jump Shot,101,40300315,33.8293,107,215,-118.1628,0,1,1,2003-04,32,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27620
Turnaround Jump Shot,Jump Shot,111,40300315,33.8763,-199,168,-118.4688,11,2,1,2003-04,13,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27621
Jump Shot,Jump Shot,160,40300315,33.8943,-151,150,-118.4208,5,2,1,2003-04,55,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27622
Jump Shot,Jump Shot,162,40300315,34.0273,-230,17,-118.4998,5,2,1,2003-04,39,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27623
Jump Shot,Jump Shot,172,40300315,33.9403,-228,104,-118.4978,4,2,1,2003-04,27,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27624
Jump Shot,Jump Shot,195,40300315,33.9263,-85,118,-118.3548,2,2,1,2003-04,28,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27625
Driving Layup Shot,Layup,205,40300315,34.0443,0,0,-118.2698,0,2,1,2003-04,50,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27626
Jump Shot,Jump Shot,211,40300315,33.7813,10,263,-118.2598,0,2,1,2003-04,5,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27627
Jump Shot,Jump Shot,310,40300315,34.0293,92,15,-118.1778,1,3,1,2003-04,32,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27628
Jump Shot,Jump Shot,331,40300315,33.8613,-125,183,-118.3948,10,4,1,2003-04,35,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27629
Driving Layup Shot,Layup,385,40300315,34.0443,0,0,-118.2698,5,4,1,2003-04,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27630
Driving Finger Roll Shot,Layup,388,40300315,34.0443,0,0,-118.2698,5,4,1,2003-04,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27631
Jump Shot,Jump Shot,400,40300315,34.0343,146,10,-118.1238,3,4,1,2003-04,43,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27632
Jump Shot,Jump Shot,413,40300315,33.9983,222,46,-118.0478,2,4,1,2003-04,13,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27633
Jump Shot,Jump Shot,418,40300315,33.8383,-146,206,-118.4158,1,4,1,2003-04,52,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-29,LAL @ MIN,MIN,27634
Driving Dunk Shot,Dunk,2,40300316,34.0443,0,0,-118.2698,11,1,1,2003-04,41,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27635
Layup Shot,Layup,24,40300316,34.0443,0,0,-118.2698,8,1,1,2003-04,37,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27636
Jump Shot,Jump Shot,31,40300316,33.9553,39,89,-118.2308,7,1,1,2003-04,47,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27637
Jump Shot,Jump Shot,67,40300316,34.0243,222,20,-118.0478,4,1,1,2003-04,44,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27638
Jump Shot,Jump Shot,133,40300316,33.9963,-156,48,-118.4258,10,2,1,2003-04,56,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27639
Jump Shot,Jump Shot,259,40300316,33.8453,62,199,-118.2078,0,2,1,2003-04,46,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27640
Jump Shot,Jump Shot,284,40300316,33.9623,-120,82,-118.3898,9,3,1,2003-04,36,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27641
Layup Shot,Layup,287,40300316,34.0443,0,0,-118.2698,9,3,1,2003-04,31,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27642
Jump Shot,Jump Shot,300,40300316,34.0653,-112,-21,-118.3818,7,3,1,2003-04,48,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27643
Jump Shot,Jump Shot,312,40300316,33.9213,59,123,-118.2108,6,3,1,2003-04,20,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27644
Driving Layup Shot,Layup,318,40300316,34.0443,0,0,-118.2698,5,3,1,2003-04,46,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27645
Jump Shot,Jump Shot,404,40300316,33.9503,-8,94,-118.2778,9,4,1,2003-04,16,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27646
Jump Shot,Jump Shot,410,40300316,33.9783,-172,66,-118.4418,8,4,1,2003-04,39,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27647
Driving Layup Shot,Layup,427,40300316,34.0443,0,0,-118.2698,7,4,1,2003-04,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27648
Jump Shot,Jump Shot,455,40300316,34.0373,228,7,-118.0418,4,4,1,2003-04,20,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27649
Running Jump Shot,Jump Shot,471,40300316,34.0113,82,33,-118.1878,2,4,1,2003-04,54,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27650
Jump Shot,Jump Shot,497,40300316,33.8073,75,237,-118.1948,0,4,1,2003-04,38,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-05-31,LAL vs. MIN,MIN,27651
Jump Shot,Jump Shot,22,40300401,34.0293,-161,15,-118.4308,9,1,1,2003-04,36,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27652
Jump Shot,Jump Shot,25,40300401,33.8863,192,158,-118.0778,9,1,1,2003-04,2,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27653
Jump Shot,Jump Shot,49,40300401,33.9073,117,137,-118.1528,7,1,1,2003-04,21,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27654
Fadeaway Jump Shot,Jump Shot,66,40300401,33.9323,144,112,-118.1258,5,1,1,2003-04,29,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27655
Driving Layup Shot,Layup,114,40300401,34.0443,0,0,-118.2698,0,1,1,2003-04,48,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27656
Running Jump Shot,Jump Shot,129,40300401,33.5443,-145,500,-118.4148,0,1,1,2003-04,0,52,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27657
Running Jump Shot,Jump Shot,134,40300401,33.9953,-187,49,-118.4568,11,2,1,2003-04,45,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27658
Jump Shot,Jump Shot,160,40300401,33.8553,102,189,-118.1678,9,2,1,2003-04,31,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27659
Jump Shot,Jump Shot,202,40300401,33.9803,-186,64,-118.4558,4,2,1,2003-04,59,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27660
Jump Shot,Jump Shot,212,40300401,33.9553,-41,89,-118.3108,3,2,1,2003-04,28,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27661
Slam Dunk Shot,Dunk,219,40300401,34.0443,0,0,-118.2698,3,2,1,2003-04,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27662
Driving Layup Shot,Layup,240,40300401,34.0443,0,0,-118.2698,0,2,1,2003-04,19,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27663
Jump Shot,Jump Shot,261,40300401,33.9273,-80,117,-118.3498,10,3,1,2003-04,27,14,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27664
Layup Shot,Layup,264,40300401,34.0443,0,0,-118.2698,10,3,1,2003-04,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27665
Jump Shot,Jump Shot,266,40300401,33.8893,-217,155,-118.4868,9,3,1,2003-04,58,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27666
Driving Layup Shot,Layup,269,40300401,34.0443,0,0,-118.2698,9,3,1,2003-04,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27667
Jump Shot,Jump Shot,271,40300401,33.9813,176,63,-118.0938,8,3,1,2003-04,45,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27668
Jump Bank Shot,Jump Shot,316,40300401,33.9583,94,86,-118.1758,2,3,1,2003-04,31,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27669
Jump Shot,Jump Shot,321,40300401,33.9673,151,77,-118.1188,1,3,1,2003-04,34,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27670
Jump Shot,Jump Shot,332,40300401,33.9303,85,114,-118.1848,0,3,1,2003-04,23,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27671
Jump Shot,Jump Shot,353,40300401,33.8483,112,196,-118.1578,10,4,1,2003-04,5,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27672
Jump Shot,Jump Shot,361,40300401,34.0533,-138,-9,-118.4078,9,4,1,2003-04,38,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27673
Jump Shot,Jump Shot,376,40300401,34.0243,-110,20,-118.3798,7,4,1,2003-04,43,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27674
Jump Shot,Jump Shot,385,40300401,33.9423,-232,102,-118.5018,7,4,1,2003-04,4,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27675
Jump Shot,Jump Shot,393,40300401,33.8473,-166,197,-118.4358,6,4,1,2003-04,17,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27676
Jump Shot,Jump Shot,440,40300401,33.8193,-3,225,-118.2728,1,4,1,2003-04,17,22,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27677
Jump Shot,Jump Shot,442,40300401,33.9163,-220,128,-118.4898,1,4,1,2003-04,10,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-06,LAL vs. DET,DET,27678
Driving Dunk Shot,Dunk,64,40300402,34.0443,0,0,-118.2698,4,1,1,2003-04,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27679
Jump Shot,Jump Shot,128,40300402,33.9073,-130,137,-118.3998,10,2,1,2003-04,49,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27680
Layup Shot,Layup,138,40300402,34.0443,0,0,-118.2698,9,2,1,2003-04,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27681
Layup Shot,Layup,203,40300402,34.0443,0,0,-118.2698,3,2,1,2003-04,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27682
Jump Shot,Jump Shot,211,40300402,33.9903,-148,54,-118.4178,3,2,1,2003-04,9,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27683
Jump Shot,Jump Shot,226,40300402,33.8483,-39,196,-118.3088,1,2,1,2003-04,36,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27684
Slam Dunk Shot,Dunk,243,40300402,34.0443,0,0,-118.2698,0,2,1,2003-04,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27685
Jump Shot,Jump Shot,252,40300402,33.9373,166,107,-118.1038,0,2,1,2003-04,1,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27686
Jump Shot,Jump Shot,295,40300402,33.8573,80,187,-118.1898,7,3,1,2003-04,10,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27687
Jump Shot,Jump Shot,300,40300402,33.9833,-172,61,-118.4418,5,3,1,2003-04,46,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27688
Jump Shot,Jump Shot,306,40300402,33.9583,-15,86,-118.2848,5,3,1,2003-04,30,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27689
Jump Shot,Jump Shot,348,40300402,33.9373,-149,107,-118.4188,1,3,1,2003-04,14,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27690
